"","carat","length","width","depth","cut","color","clarity","fdepth","table"
"4446",0.5,5.01,5.03,3.15,"Ideal","E","VS1",62.7,57
"4447",0.55,5.24,5.29,3.25,"Ideal","I","VVS1",61.7,56
"4448",0.54,5.31,5.26,3.25,"Ideal","E","SI1",61.5,56
"4449",0.55,5.28,5.3,3.19,"Ideal","E","VS2",60.3,57
"4450",0.5,5.1,5.13,3.12,"Very Good","H","VS1",61,56
"4451",0.6,5.68,5.57,3.21,"Good","F","SI1",57.1,61
"4452",0.52,5.14,5.18,3.13,"Very Good","F","VS2",60.7,59
"4453",0.51,5.08,5.11,3.16,"Very Good","F","VS2",62,58
"4454",0.54,5.25,5.3,3.16,"Good","E","SI1",59.9,63
"4455",0.55,5.28,5.31,3.24,"Ideal","G","VS2",61.2,56.8
"4456",0.55,5.23,5.27,3.25,"Ideal","G","SI1",61.9,57
"4457",0.52,5.2,5.16,3.25,"Premium","D","SI1",62.7,58
"4458",0.57,5.37,5.36,3.25,"Premium","J","VS1",60.6,59
"4459",0.53,5.17,5.21,3.22,"Ideal","E","VS2",62,55
"4460",0.53,5.34,5.27,3.21,"Premium","H","VS1",60.5,57
"4461",0.53,5.26,5.19,3.2,"Premium","G","VS2",61.2,57
"4462",0.53,5.21,5.17,3.22,"Ideal","E","SI1",62,55
"4463",0.57,5.26,5.31,3.31,"Very Good","G","VS2",62.6,55
"4464",0.57,5.28,5.34,3.26,"Premium","E","SI1",61.4,58
"4465",0.24,4.05,4.08,2.39,"Very Good","D","VVS2",58.8,58
"4466",0.28,4.21,4.24,2.62,"Ideal","H","VVS2",62,57
"4467",0.35,4.48,4.54,2.81,"Premium","D","SI2",62.3,58
"4468",0.55,5.19,5.23,3.26,"Very Good","F","VS2",62.6,57
"4469",0.53,5.26,5.3,3.18,"Ideal","D","VS2",60.2,55
"4470",0.5,5.07,5.11,3.13,"Ideal","D","VS2",61.5,57
"4471",0.5,5.03,5.04,3.09,"Good","F","VS1",61.4,61
"4472",0.61,5.37,5.34,3.3,"Premium","D","SI1",61.6,58
"4473",0.5,5.1,5.12,3.14,"Very Good","F","VS2",61.4,59
"4474",0.56,5.28,5.33,3.29,"Ideal","G","VS2",62,55
"4475",0.47,5,5.04,3.12,"Ideal","G","VVS2",62.2,53
"4476",0.51,5.23,5.18,3.08,"Ideal","F","VS2",59.2,56
"4477",0.52,5.11,5.15,3.22,"Very Good","E","VS2",62.8,55
"4478",0.42,4.8,4.76,3,"Ideal","D","VVS1",62.8,56
"4479",0.52,5.23,5.2,3.16,"Premium","E","VS2",60.6,58
"4480",0.5,5.09,5.13,3.14,"Very Good","E","VS2",61.4,59
"4481",0.5,5.05,5.09,3.16,"Premium","E","VS2",62.3,60
"4482",0.5,5.09,5.14,3.12,"Very Good","G","VS1",61,59
"4483",0.5,5.06,5.22,3.19,"Very Good","G","VS1",62.1,55
"4484",0.51,5.1,5.09,3.2,"Ideal","E","SI1",62.9,57
"4485",0.52,5.17,5.2,3.19,"Ideal","H","VVS1",61.7,56
"4486",0.58,5.36,5.38,3.32,"Ideal","I","VS2",61.8,55
"4487",0.54,5.24,5.18,3.21,"Premium","D","VS2",61.6,56
"4488",0.63,5.49,5.54,3.42,"Ideal","G","SI1",62,55
"4489",0.5,5.1,5.08,3.09,"Premium","G","VS1",60.7,62
"4490",0.5,5.1,5.05,3.15,"Ideal","E","VS2",62.1,57
"4491",0.5,5.03,5,3.14,"Premium","E","VS2",62.6,60
"4492",0.53,5.22,5.24,3.24,"Ideal","D","SI1",62,55
"4493",0.56,5.25,5.27,3.26,"Ideal","G","SI1",62,57
"4494",0.57,5.43,5.46,3.26,"Very Good","G","VS2",59.9,54.6
"4495",0.62,5.48,5.45,3.35,"Premium","F","SI1",61.3,60
"4496",0.5,5,5.03,3.15,"Very Good","D","VS2",62.8,58
"4497",0.58,5.27,5.31,3.31,"Premium","I","VVS1",62.6,59
"4498",0.32,4.46,4.49,2.72,"Ideal","H","VS2",60.8,56
"4499",0.31,4.37,4.34,2.67,"Premium","I","SI1",61.3,58
"4500",0.31,4.34,4.3,2.71,"Ideal","I","SI1",62.7,56
"4501",0.57,5.3,5.36,3.32,"Ideal","F","VS2",62.3,55
"4502",0.5,5.1,5.14,3.13,"Ideal","H","VS1",61.1,56
"4503",0.54,5.25,5.2,3.26,"Premium","H","VS1",62.4,55
"4504",0.54,5.25,5.22,3.22,"Ideal","E","SI1",61.5,57
"4505",0.54,5.25,5.31,3.21,"Very Good","F","VS2",60.9,55
"4506",0.65,5.57,5.52,3.41,"Premium","E","SI2",61.4,59
"4507",0.57,5.3,5.25,3.34,"Very Good","G","VS2",63.3,56
"4508",0.46,4.93,4.96,3.05,"Ideal","F","VS1",61.7,56
"4509",0.57,5.33,5.27,3.31,"Premium","E","VS2",62.5,55
"4510",0.59,5.4,5.42,3.38,"Ideal","D","SI1",62.5,55
"4511",0.5,5.09,5.12,3.19,"Ideal","H","VVS1",62.5,53
"4512",0.54,5.26,5.29,3.18,"Very Good","D","SI1",60.3,61
"4513",0.52,5.24,5.22,3.14,"Premium","F","VS2",60,57
"4514",0.52,5.13,5.18,3.22,"Very Good","E","VS2",62.5,58
"4515",0.56,5.34,5.36,3.19,"Premium","F","VS2",59.6,58
"4516",0.5,5.1,5.06,3.14,"Premium","F","VS2",61.8,58
"4517",0.5,5.12,5.09,3.1,"Premium","D","SI1",60.7,61
"4518",0.5,5.21,5.16,3.04,"Premium","E","VS2",58.6,60
"4519",0.51,5.05,5.1,3.19,"Very Good","G","VS1",62.9,58
"4520",0.51,5.08,5.1,3.19,"Ideal","G","VS1",62.7,54
"4521",0.51,5.2,5.22,3.14,"Premium","E","VS2",60.3,59
"4522",0.51,5.06,5.16,3.17,"Ideal","G","VS1",62,56
"4523",0.42,4.83,4.85,2.97,"Ideal","F","VVS1",61.4,56
"4524",0.58,5.34,5.39,3.3,"Ideal","F","VS2",61.5,57
"4525",0.53,5.18,5.21,3.19,"Ideal","D","VS2",61.4,56
"4526",0.5,4.92,4.88,3.24,"Fair","G","VVS2",66.1,62
"4527",0.54,5.22,5.25,3.25,"Very Good","D","SI1",62.1,56
"4528",0.54,5.21,5.24,3.24,"Very Good","D","SI1",62,55
"4529",0.56,5.33,5.37,3.25,"Ideal","G","VS2",60.8,55
"4530",0.51,5.23,5.14,3.19,"Ideal","E","VS2",61.5,55
"4531",0.31,4.33,4.31,2.73,"Very Good","G","SI2",63.2,55
"4532",0.3,4.27,4.3,2.65,"Premium","F","VS2",61.8,60
"4533",0.32,4.37,4.41,2.72,"Ideal","G","VS2",62,57
"4534",0.51,5.08,5.06,3.22,"Very Good","E","VS2",63.5,56
"4535",0.7,5.78,5.68,3.41,"Premium","F","SI2",59.5,61
"4536",0.59,5.36,5.39,3.3,"Ideal","E","SI1",61.4,56
"4537",0.52,5.16,5.17,3.21,"Very Good","E","VS2",62.2,56
"4538",0.53,5.19,5.24,3.21,"Ideal","G","SI1",61.6,57
"4539",0.5,5.12,5.16,3.15,"Ideal","H","SI1",61.3,54
"4540",0.54,5.39,5.34,3.12,"Premium","F","VS2",58.2,60
"4541",0.55,5.3,5.31,3.26,"Ideal","H","VVS2",61.6,55
"4542",0.51,5.17,5.19,3.19,"Ideal","H","VS1",61.6,55
"4543",0.55,5.28,5.25,3.22,"Premium","E","SI1",61.2,59
"4544",0.6,5.42,5.5,3.29,"Very Good","F","SI1",60.3,59
"4545",0.56,5.28,5.31,3.26,"Ideal","F","VS2",61.6,56
"4546",0.51,5.21,5.17,3.19,"Ideal","D","VS2",61.5,56
"4547",0.52,5.2,5.23,3.19,"Ideal","G","SI1",61.2,55
"4548",0.5,5.09,5.07,3.15,"Premium","E","VS2",62,58
"4549",0.51,5.11,5.14,3.19,"Very Good","D","VS2",62.2,57
"4550",0.6,5.45,5.48,3.29,"Very Good","H","VS1",60.2,60
"4551",0.54,5.29,5.34,3.18,"Ideal","F","VS2",59.8,58
"4552",0.55,5.32,5.37,3.23,"Ideal","F","VS1",60.3,57
"4553",0.53,5.23,5.19,3.23,"Ideal","D","SI1",62,57
"4554",0.56,5.33,5.35,3.26,"Ideal","F","SI1",61.1,55.9
"4555",0.51,5.12,5.09,3.17,"Premium","F","VS2",62.1,58
"4556",0.51,5.16,5.11,3.17,"Ideal","D","SI1",61.7,55
"4557",0.53,5.11,5.14,3.29,"Good","F","VS1",64.2,56
"4558",0.52,5.15,5.18,3.23,"Very Good","E","VS2",62.5,56
"4559",0.52,5.11,5.12,3.19,"Very Good","G","VS1",62.4,60
"4560",0.52,5.1,5.17,3.2,"Very Good","E","VS2",62.3,57
"4561",0.5,5.06,5.08,3.1,"Good","G","VVS2",61.2,63.3
"4562",0.52,5.2,5.26,3.18,"Ideal","G","VS1",60.8,55
"4563",0.55,5.27,5.31,3.23,"Ideal","F","VS2",61.1,56
"4564",0.32,4.33,4.36,2.75,"Good","E","SI1",63.3,55
"4565",0.36,4.61,4.63,2.85,"Ideal","J","VVS2",61.7,55
"4566",0.38,4.66,4.7,2.9,"Ideal","J","SI1",62,54
"4567",0.54,5.26,5.2,3.26,"Premium","F","SI1",62.3,58
"4568",0.52,5.22,5.19,3.19,"Ideal","E","VS2",61.3,57
"4569",0.54,5.21,5.24,3.22,"Ideal","E","VS2",61.6,59
"4570",0.51,5.16,5.2,3.13,"Very Good","E","VS1",60.4,59
"4571",0.57,5.3,5.34,3.31,"Ideal","E","VS2",62.2,55
"4572",0.56,5.36,5.33,3.24,"Ideal","G","VS2",60.6,57
"4573",0.55,5.26,5.22,3.26,"Premium","F","VS2",62.2,58
"4574",0.7,5.65,5.68,3.49,"Good","J","SI2",61.6,57.2
"4575",0.55,5.25,5.29,3.26,"Ideal","F","SI1",61.9,55
"4576",0.7,5.74,5.77,3.54,"Ideal","I","SI2",61.5,53
"4577",0.61,5.39,5.42,3.39,"Very Good","I","VS2",62.7,57
"4578",0.52,5.17,5.21,3.16,"Ideal","D","VS1",60.9,56
"4579",0.51,5.17,5.24,3.2,"Ideal","E","VS1",61.5,53
"4580",0.55,5.25,5.31,3.26,"Ideal","F","VS2",61.7,56
"4581",0.5,5.05,5.1,3.17,"Premium","H","VVS1",62.5,58
"4582",0.63,5.44,5.48,3.4,"Ideal","G","SI1",62.3,58
"4583",0.56,5.36,5.42,3.19,"Good","F","VS1",59.1,62
"4584",0.71,5.78,5.8,3.53,"Ideal","J","SI1",61,57
"4585",0.6,5.39,5.45,3.35,"Very Good","F","SI1",62.1,57.4
"4586",0.55,5.25,5.3,3.26,"Ideal","G","VS2",61.8,55
"4587",0.8,5.86,5.83,3.77,"Fair","G","I1",64.5,57
"4588",0.51,5.05,5.09,3.18,"Premium","D","VS2",62.7,59
"4589",0.36,4.61,4.63,2.84,"Ideal","D","VVS1",61.5,55
"4590",0.57,5.34,5.42,3.29,"Ideal","H","VS1",61.3,55.1
"4591",0.52,5.17,5.12,3.21,"Ideal","D","SI1",62.4,56
"4592",0.53,5.16,5.22,3.16,"Premium","E","VS2",60.9,60
"4593",0.53,5.17,5.2,3.22,"Ideal","E","VS2",62.1,56
"4594",0.61,5.48,5.51,3.3,"Very Good","E","SI1",60.1,59
"4595",0.52,5.18,5.22,3.2,"Ideal","G","VS1",61.6,56
"4596",0.56,5.33,5.39,3.21,"Very Good","D","SI1",59.9,60
"4597",0.24,4.01,4.03,2.48,"Ideal","F","VVS2",61.7,59
"4598",0.3,4.22,4.25,2.69,"Good","G","VS2",63.5,55
"4599",0.3,4.25,4.28,2.72,"Good","E","SI1",63.8,55
"4600",0.53,5.22,5.25,3.21,"Ideal","F","VS2",61.3,55
"4601",0.55,5.22,5.27,3.21,"Very Good","E","VS2",61.2,57
"4602",0.52,5.18,5.22,3.19,"Ideal","E","VS1",61.3,56
"4603",0.53,5.18,5.16,3.23,"Ideal","E","VS2",62.5,57
"4604",0.57,5.36,5.32,3.29,"Ideal","G","VS2",61.6,57
"4605",0.57,5.36,5.29,3.39,"Good","H","VS1",63.7,51
"4606",0.57,5.37,5.33,3.25,"Very Good","E","VS2",60.7,58
"4607",0.53,5.11,5.23,3.28,"Good","D","VS2",63.4,55
"4608",0.46,4.99,4.95,3.05,"Premium","F","VVS1",61.4,57
"4609",0.52,5.2,5.24,3.18,"Ideal","E","SI1",60.8,55
"4610",0.52,5.29,5.25,3.12,"Premium","E","VS1",59.2,59
"4611",0.55,5.29,5.26,3.28,"Ideal","E","VS2",62.2,54
"4612",0.59,5.32,5.38,3.36,"Very Good","D","SI1",62.8,57
"4613",0.52,5.14,5.12,3.2,"Ideal","E","VS2",62.4,57
"4614",0.65,5.55,5.59,3.4,"Good","I","VS1",61.1,61.7
"4615",0.57,5.33,5.29,3.3,"Premium","F","SI2",62.1,59
"4616",0.5,5.14,5.11,3.06,"Premium","G","VS1",59.7,60
"4617",0.5,5.14,5.09,3.15,"Ideal","E","VS2",61.6,55
"4618",0.5,5.12,5.06,3.12,"Premium","E","VS2",61.3,58
"4619",0.5,5.09,5.04,3.15,"Premium","G","VS1",62.2,59
"4620",0.52,5.16,5.2,3.16,"Ideal","H","VVS2",61,57
"4621",0.68,5.66,5.62,3.49,"Premium","G","SI1",61.9,60
"4622",0.54,5.22,5.26,3.24,"Very Good","G","VVS2",61.8,57
"4623",0.5,5.04,5.08,3.18,"Very Good","D","VS2",62.8,56
"4624",0.5,4.96,5.03,3.14,"Very Good","D","VS2",62.9,61
"4625",0.53,5.2,5.17,3.21,"Premium","F","VS2",61.9,58
"4626",0.53,5.2,5.16,3.19,"Premium","D","SI1",61.6,59
"4627",0.54,5.2,5.24,3.25,"Ideal","G","VS1",62.3,55
"4628",0.54,5.2,5.23,3.23,"Ideal","E","VS2",61.9,57
"4629",0.56,5.29,5.34,3.24,"Very Good","E","VS2",61,58
"4630",0.3,4.29,4.32,2.64,"Premium","H","VS1",61.3,58
"4631",0.3,4.31,4.33,2.65,"Ideal","H","VS1",61.3,56
"4632",0.3,4.29,4.31,2.71,"Very Good","G","VS2",63,55
"4633",0.58,5.41,5.39,3.3,"Ideal","H","VS2",61.2,56
"4634",0.51,5.13,5.09,3.16,"Premium","E","VS1",61.8,58
"4635",0.5,5.09,5.05,3.23,"Good","D","VS2",63.7,56
"4636",0.5,5.09,5.15,3.17,"Ideal","E","VS1",61.9,54.1
"4637",0.63,5.65,5.7,3.25,"Fair","H","VS1",57.3,62.5
"4638",0.57,5.44,5.35,3.21,"Premium","F","VS2",59.5,60
"4639",0.7,5.59,5.68,3.47,"Good","I","SI1",61.6,63
"4640",0.7,5.73,5.82,3.5,"Premium","J","VVS2",60.6,58
"4641",0.5,5.11,5.15,3.17,"Ideal","G","VVS2",61.8,54
"4642",0.7,5.72,5.75,3.52,"Ideal","J","SI2",61.4,55
"4643",0.5,5.16,5.13,3.13,"Ideal","E","VS2",60.8,57
"4644",0.7,5.51,5.44,3.71,"Fair","D","SI2",67.8,58
"4645",0.6,5.37,5.39,3.34,"Very Good","F","VS2",62.1,57
"4646",0.71,5.73,5.71,3.53,"Premium","I","SI1",61.7,56
"4647",0.6,5.39,5.51,3.33,"Ideal","D","SI1",61.1,57
"4648",0.58,5.42,5.39,3.29,"Ideal","F","SI2",60.9,56
"4649",0.55,5.25,5.27,3.26,"Very Good","F","VS2",62.1,55.4
"4650",0.51,5.1,5.12,3.15,"Very Good","E","VS1",61.6,59
"4651",0.54,5.24,5.26,3.23,"Ideal","E","SI1",61.5,55
"4652",0.47,4.98,5,3.09,"Ideal","F","VVS1",61.9,55
"4653",0.51,5.25,5.2,3.12,"Ideal","G","VS1",59.7,57
"4654",0.51,5.1,5.05,3.19,"Premium","G","VS1",62.9,58
"4655",0.51,5.16,5.13,3.16,"Ideal","E","VS2",61.4,57
"4656",0.51,5.13,5.08,3.19,"Ideal","E","VS2",62.5,55
"4657",0.7,5.67,5.71,3.54,"Ideal","J","VS1",62.2,56
"4658",0.59,5.39,5.41,3.33,"Very Good","F","VS2",61.6,56
"4659",0.61,5.47,5.52,3.3,"Good","G","VS1",60.2,61
"4660",0.54,5.31,5.29,3.21,"Premium","H","VVS2",60.6,60
"4661",0.54,5.3,5.27,3.21,"Ideal","D","SI1",60.7,56
"4662",0.9,5.96,5.88,3.98,"Fair","I","I1",67.2,60
"4663",0.3,4.3,4.33,2.65,"Premium","H","VS1",61.4,59
"4664",0.3,4.25,4.3,2.68,"Ideal","H","VS1",62.7,55
"4665",0.3,4.28,4.31,2.58,"Very Good","I","VVS2",60.1,63
"4666",0.51,5.18,5.24,3.11,"Premium","D","VS2",59.7,58
"4667",0.51,5.11,5.13,3.17,"Ideal","D","VS2",61.9,55
"4668",0.59,5.39,5.43,3.37,"Very Good","E","VS2",62.3,55
"4669",0.58,5.31,5.35,3.36,"Very Good","I","VVS1",63,57
"4670",0.5,4.98,5.02,3.15,"Very Good","G","VVS2",63,58
"4671",0.55,5.36,5.32,3.17,"Premium","G","VS1",59.4,62
"4672",0.52,5.16,5.11,3.21,"Ideal","E","VS1",62.5,56
"4673",0.51,5.1,5.04,3.22,"Very Good","D","VS2",63.5,56
"4674",0.51,5.13,5.16,3.15,"Ideal","E","VS2",61.2,57
"4675",0.55,5.24,5.27,3.3,"Very Good","D","VS2",62.8,57
"4676",0.51,5.04,5.07,3.2,"Good","G","VVS2",63.3,58
"4677",0.5,5.07,5.11,3.1,"Very Good","E","VS1",60.9,58
"4678",0.66,5.69,5.63,3.43,"Premium","F","SI1",60.6,58
"4679",0.61,5.34,5.39,3.36,"Very Good","F","VS2",62.6,60
"4680",0.46,5.16,5.24,2.92,"Good","F","IF",56.2,61
"4681",0.7,5.79,5.76,3.48,"Premium","F","SI2",60.3,58
"4682",0.51,5.12,5.08,3.16,"Premium","D","VS2",62,59
"4683",0.5,5.12,5.07,3.12,"Ideal","D","VS2",61.2,55
"4684",0.53,5.17,5.18,3.22,"Ideal","D","VS2",62.2,56
"4685",0.58,5.32,5.35,3.3,"Ideal","F","VS2",61.9,60
"4686",0.58,5.35,5.31,3.31,"Premium","E","SI1",62.1,58
"4687",0.51,5.24,5.3,3.06,"Good","G","VVS2",58.1,62
"4688",0.53,5.27,5.26,3.15,"Premium","E","VS2",59.8,58
"4689",0.53,5.2,5.17,3.22,"Ideal","E","VS2",62.1,56
"4690",0.7,5.53,5.48,3.64,"Fair","I","VS2",66.1,56
"4691",0.56,5.39,5.33,3.21,"Premium","D","SI1",59.9,60
"4692",0.56,5.49,5.36,3.09,"Fair","F","VS2",57,67
"4693",0.52,5.12,5.09,3.23,"Very Good","G","VS1",63.3,55
"4694",0.52,5.16,5.14,3.23,"Ideal","G","VS1",62.7,56
"4695",0.52,5.2,5.17,3.16,"Premium","E","VS2",60.9,57
"4696",0.3,4.24,4.27,2.66,"Ideal","H","VS1",62.5,56
"4697",0.36,4.58,4.54,2.81,"Premium","J","SI1",61.6,60
"4698",0.32,4.41,4.44,2.69,"Ideal","I","VS1",60.9,56.7
"4699",0.57,5.41,5.35,3.3,"Premium","F","VS1",61.3,54
"4700",0.71,5.68,5.61,3.62,"Good","E","SI2",64,56
"4701",0.53,5.29,5.24,3.18,"Ideal","G","VVS2",60.4,56
"4702",0.56,5.27,5.3,3.25,"Ideal","E","VS2",61.5,57
"4703",0.56,5.26,5.3,3.23,"Premium","G","VS1",61.2,60
"4704",0.57,5.4,5.35,3.27,"Ideal","E","VS2",60.8,56
"4705",0.55,5.29,5.24,3.22,"Premium","D","SI1",61.2,58
"4706",0.53,5.19,5.22,3.2,"Very Good","F","VS1",61.5,59
"4707",0.59,5.35,5.32,3.4,"Good","D","SI1",63.7,56
"4708",0.52,5.15,5.19,3.18,"Ideal","D","VS2",61.5,56
"4709",0.56,5.28,5.3,3.28,"Ideal","G","VS1",62,56
"4710",0.4,4.76,4.74,2.93,"Ideal","E","VVS1",61.7,55
"4711",0.51,5.18,5.23,3.16,"Ideal","D","VS1",60.7,57
"4712",0.65,5.54,5.49,3.45,"Premium","E","SI2",62.6,59
"4713",0.52,5.24,5.23,3.11,"Premium","D","VS2",59.4,61
"4714",0.52,5.15,5.17,3.2,"Ideal","G","VVS1",62.1,56
"4715",0.51,5.14,5.17,3.16,"Premium","E","VS1",61.3,58
"4716",0.72,5.77,5.69,3.57,"Ideal","J","VS1",62.3,55
"4717",0.47,5.05,5,3.04,"Premium","E","VVS2",60.5,58
"4718",0.59,5.44,5.41,3.34,"Ideal","D","SI1",61.6,57
"4719",0.6,5.38,5.32,3.38,"Very Good","E","SI1",63.2,56
"4720",0.54,5.19,5.12,3.31,"Ideal","F","VS2",64.2,54
"4721",0.5,5.11,5.13,3.12,"Very Good","G","VVS2",60.9,61
"4722",0.64,5.69,5.75,3.3,"Good","D","SI1",57.7,57
"4723",0.5,5.1,5.03,3.14,"Premium","F","VS1",62,58
"4724",0.7,5.5,5.53,3.64,"Fair","H","SI1",66,56
"4725",0.51,5.11,5.16,3.15,"Good","E","VS1",61.3,63
"4726",0.53,5.25,5.27,3.22,"Ideal","H","VVS1",61.2,56
"4727",0.77,5.82,5.87,3.63,"Very Good","J","VS2",62.1,62
"4728",0.5,5.12,5.14,3.16,"Ideal","D","VS2",61.7,56
"4729",0.3,4.27,4.29,2.65,"Very Good","I","SI1",61.9,61
"4730",0.3,4.22,4.25,2.69,"Good","F","SI2",63.5,57
"4731",0.3,4.3,4.33,2.64,"Very Good","J","VS1",61.2,61
"4732",0.23,3.94,3.97,2.45,"Very Good","F","VVS2",61.9,59
"4733",0.23,3.95,3.98,2.42,"Very Good","D","VVS2",61,59
"4734",0.23,3.93,3.95,2.42,"Very Good","F","VVS1",61.4,58
"4735",0.59,5.36,5.4,3.3,"Good","E","VS2",61.3,62
"4736",0.5,5.1,5.04,3.14,"Premium","D","VS2",61.9,58
"4737",0.72,5.74,5.76,3.53,"Premium","J","VS2",61.4,58
"4738",0.52,5.17,5.19,3.18,"Ideal","G","VVS2",61.4,57
"4739",0.54,5.24,5.21,3.24,"Ideal","G","VS1",62,56
"4740",0.54,5.27,5.24,3.24,"Ideal","E","VS2",61.7,55
"4741",0.53,5.24,5.29,3.2,"Ideal","H","VS1",60.8,57
"4742",0.57,5.34,5.38,3.31,"Ideal","E","VS2",61.8,55
"4743",0.57,5.29,5.33,3.28,"Ideal","E","VS2",61.8,56
"4744",0.51,5.2,5.24,3.14,"Ideal","G","VS1",60.2,56
"4745",0.53,5.26,5.22,3.22,"Ideal","F","VS1",61.5,56
"4746",0.53,5.17,5.2,3.22,"Ideal","D","VS2",62.1,55
"4747",0.53,5.2,5.23,3.2,"Ideal","D","VS2",61.4,56
"4748",0.76,5.85,5.92,3.64,"Ideal","J","SI1",61.9,53
"4749",0.59,5.43,5.5,3.31,"Good","F","VS1",60.5,61
"4750",0.56,5.38,5.33,3.27,"Premium","E","VS2",61.1,57
"4751",0.7,5.59,5.55,3.65,"Fair","H","SI1",65.5,57
"4752",0.59,5.38,5.41,3.3,"Premium","I","IF",61.2,58
"4753",0.61,5.51,5.47,3.4,"Ideal","I","VVS2",62,54
"4754",0.57,5.34,5.37,3.25,"Ideal","F","VS2",60.8,57
"4755",0.58,5.35,5.4,3.34,"Very Good","G","VVS2",62.1,58
"4756",0.64,5.44,5.5,3.43,"Very Good","G","VS2",62.7,59
"4757",0.71,5.64,5.67,3.6,"Very Good","I","SI2",63.7,57
"4758",0.51,5.13,5.18,3.17,"Ideal","G","VVS2",61.5,57
"4759",0.59,5.4,5.42,3.36,"Ideal","E","VS2",62.1,55
"4760",0.61,5.4,5.45,3.38,"Premium","D","SI1",62.3,58
"4761",0.52,5.2,5.17,3.15,"Ideal","G","VVS2",60.8,57
"4762",0.64,5.56,5.57,3.44,"Ideal","H","SI1",61.8,55
"4763",0.55,5.32,5.29,3.23,"Ideal","G","VS1",60.9,55
"4764",0.67,5.74,5.78,3.4,"Good","I","VVS2",58.9,51
"4765",0.23,3.94,3.96,2.47,"Very Good","D","VVS1",62.5,58
"4766",0.23,3.92,3.99,2.47,"Ideal","E","VVS2",62.5,57
"4767",0.23,3.95,4.01,2.44,"Very Good","E","VVS1",61.3,60
"4768",0.51,5.14,5.11,3.15,"Ideal","D","VS2",61.5,57
"4769",0.51,5.12,5.09,3.2,"Ideal","D","VS2",62.7,55
"4770",0.57,5.27,5.29,3.32,"Very Good","E","VS1",62.9,57
"4771",0.71,5.75,5.67,3.49,"Premium","H","SI1",61,58
"4772",0.57,5.33,5.38,3.24,"Ideal","E","VS1",60.5,57
"4773",0.5,5.11,5.16,3.06,"Very Good","G","VVS1",59.6,63
"4774",0.7,5.57,5.59,3.56,"Very Good","H","SI2",63.8,55
"4775",0.5,5.35,5.31,2.95,"Fair","E","VS1",55.3,65
"4776",0.54,5.19,5.29,3.2,"Ideal","D","VS2",61.1,57
"4777",0.52,5.19,5.25,3.22,"Ideal","H","VVS1",61.7,53
"4778",0.7,5.68,5.74,3.48,"Very Good","H","SI2",60.9,58
"4779",0.55,5.26,5.3,3.25,"Ideal","F","VS1",61.5,56
"4780",0.71,5.66,5.69,3.51,"Very Good","I","SI1",61.9,58
"4781",0.71,5.73,5.78,3.53,"Ideal","J","SI2",61.3,56
"4782",0.71,5.67,5.74,3.53,"Very Good","I","SI2",61.9,54
"4783",0.7,5.66,5.73,3.47,"Very Good","J","VS1",60.9,58
"4784",0.58,5.4,5.44,3.23,"Very Good","E","VS2",59.6,59
"4785",0.53,5.3,5.27,3.17,"Ideal","F","SI1",60,57
"4786",0.77,5.79,5.84,3.68,"Good","J","SI1",63.3,57
"4787",0.64,5.47,5.52,3.5,"Very Good","D","SI1",63.7,54
"4788",0.52,5.17,5.19,3.23,"Ideal","G","VVS2",62.4,55
"4789",0.58,5.35,5.39,3.32,"Ideal","G","VS1",61.8,55
"4790",0.74,5.74,5.81,3.59,"Very Good","J","SI1",62.2,59
"4791",0.76,5.73,5.75,3.68,"Good","I","SI1",64.1,59
"4792",0.57,5.29,5.26,3.3,"Premium","G","SI1",62.6,56
"4793",0.76,5.91,5.86,3.58,"Premium","H","SI1",60.9,59
"4794",0.56,5.32,5.27,3.28,"Ideal","E","VS2",61.9,56
"4795",0.38,4.74,4.72,2.85,"Ideal","D","VVS1",60.3,56
"4796",0.5,4.97,5,3.23,"Good","E","VVS2",64.8,58
"4797",0.51,5.14,5.2,3.2,"Ideal","G","VVS1",61.9,53
"4798",0.28,4.14,4.17,2.66,"Very Good","D","VVS2",64,56
"4799",0.32,4.4,4.44,2.72,"Ideal","E","SI1",61.5,55
"4800",0.32,4.37,4.4,2.77,"Good","F","SI1",63.2,55
"4801",0.52,5.19,5.15,3.18,"Ideal","D","VS2",61.5,56
"4802",0.54,5.23,5.27,3.25,"Ideal","G","VVS2",62,56
"4803",0.71,5.81,5.85,3.44,"Very Good","J","VS2",59,61
"4804",0.75,5.81,5.84,3.63,"Ideal","J","VS2",62.3,57
"4805",0.51,5.2,5.24,3.14,"Premium","G","VVS1",60.2,58
"4806",0.7,5.71,5.74,3.46,"Ideal","J","SI1",60.4,56
"4807",0.55,5.27,5.31,3.25,"Ideal","D","VS2",61.4,57
"4808",0.56,5.37,5.4,3.23,"Ideal","H","VVS1",60,56
"4809",0.6,5.38,5.43,3.36,"Ideal","H","VVS2",62.2,55
"4810",1,6.39,6.32,3.84,"Premium","H","I1",60.4,61
"4811",0.7,5.64,5.59,3.6,"Good","G","SI2",64.1,56
"4812",0.5,5.12,5.09,3.11,"Premium","G","VVS2",60.9,59
"4813",0.71,5.75,5.79,3.53,"Very Good","I","SI2",61.1,56
"4814",0.9,6.05,5.99,3.92,"Fair","G","I1",65.1,58
"4815",0.49,5.26,5.14,3.06,"Premium","D","VVS2",58.8,60
"4816",0.72,5.67,5.77,3.53,"Premium","J","VS2",61.7,58
"4817",0.5,5.08,5.03,3.17,"Very Good","F","VVS2",62.7,56
