"","X","carat","cut","color","clarity","fdepth","table","price","length","width","depth"
"3815",3815,0.23,2,1,4,60.6,60,505,3.93,3.99,2.4
"3816",3816,0.23,2,1,4,61.1,59,505,3.94,3.98,2.42
"3817",3817,0.55,3,3,5,63.6,55,1263,5.23,5.18,3.31
"3818",3818,0.43,4,7,3,60.3,58,1264,4.91,4.87,2.95
"3819",3819,0.43,1,5,2,62.1,56,1264,4.87,4.85,3.02
"3820",3820,0.59,4,3,5,61.9,59,1265,5.43,5.34,3.33
"3821",3821,0.46,2,1,6,59.8,59.6,1267,5.07,5.14,3.05
"3822",3822,0.53,3,6,5,63.8,56,1268,5.13,5.16,3.28
"3823",3823,0.48,3,6,2,61.5,60.7,1268,4.99,5.05,3.09
"3824",3824,0.55,2,3,5,59.4,58,1270,5.36,5.38,3.19
"3825",3825,0.39,2,7,8,63.5,56,1271,4.67,4.65,2.96
"3826",3826,0.34,1,5,3,61.2,57,1272,4.51,4.54,2.77
"3827",3827,0.42,1,3,8,61.9,56,1273,4.81,4.79,2.97
"3828",3828,0.44,1,1,4,61.8,56,1274,4.88,4.93,3.03
"3829",3829,0.65,1,2,5,61.4,55,1276,5.58,5.62,3.44
"3830",3830,0.5,5,6,6,55.8,60,1279,5.31,5.27,2.95
"3831",3831,0.53,1,4,6,60.3,60,1279,5.25,5.22,3.16
"3832",3832,0.5,5,7,2,67,61,1280,4.97,4.91,3.31
"3833",3833,0.53,3,1,5,62.6,64,1282,5.13,5.22,3.24
"3834",3834,0.53,1,6,5,61.6,54,1284,5.23,5.25,3.23
"3835",3835,0.51,1,6,1,61.4,56,1286,5.14,5.18,3.17
"3836",3836,0.5,1,7,5,62.1,56,1286,5.09,5.05,3.15
"3837",3837,0.58,3,7,6,63.2,58,1287,5.36,5.28,3.36
"3838",3838,0.52,2,3,6,62,57,1289,5.08,5.12,3.16
"3839",3839,0.42,1,7,8,62.3,54,1289,4.82,4.85,3.01
"3840",3840,0.39,4,6,8,58,61,1290,4.83,4.79,2.79
"3841",3841,0.54,1,7,5,62.6,57,1292,5.18,5.21,3.25
"3842",3842,0.5,2,1,5,59.4,60,1293,5.14,5.16,3.06
"3843",3843,0.32,4,6,3,60.7,58,1294,4.43,4.4,2.68
"3844",3844,0.23,2,1,4,59.3,60,505,4,4.1,2.4
"3845",3845,0.36,1,4,5,61.3,55,505,4.6,4.64,2.83
"3846",3846,0.32,2,3,6,63,57,505,4.33,4.37,2.74
"3847",3847,0.41,4,5,4,62.5,58,1295,4.72,4.75,2.96
"3848",3848,0.41,2,6,3,62.1,56,1295,4.78,4.79,2.97
"3849",3849,0.41,1,6,3,61.8,57,1295,4.75,4.79,2.95
"3850",3850,0.73,2,7,7,62.5,58,1298,5.74,5.82,3.61
"3851",3851,0.39,1,1,4,61.6,56,1300,4.69,4.73,2.9
"3852",3852,0.61,3,4,6,63.4,55,1303,5.42,5.46,3.45
"3853",3853,0.57,1,3,5,61.6,60,1304,5.33,5.35,3.29
"3854",3854,0.5,2,5,1,60.8,55,1306,5.14,5.16,3.13
"3855",3855,0.58,4,7,1,61.2,59,1307,5.4,5.36,3.29
"3856",3856,0.57,2,3,5,63.1,54,1309,5.3,5.28,3.34
"3857",3857,0.66,2,6,1,61.6,54,1311,5.62,5.64,3.47
"3858",3858,0.51,1,3,6,61.2,53,1312,5.22,5.18,3.18
"3859",3859,0.53,1,3,6,62.4,56,1314,5.17,5.18,3.23
"3860",3860,0.51,1,4,4,62.5,54.3,1316,5.09,5.12,3.19
"3861",3861,0.5,2,1,5,63,58,1316,5.04,5.08,3.19
"3862",3862,0.54,2,4,6,62.3,56,1317,5.17,5.22,3.24
"3863",3863,0.59,3,6,5,59.5,62,1318,5.45,5.5,3.26
"3864",3864,0.47,2,1,6,62.6,57,1320,4.92,4.95,3.09
"3865",3865,0.55,4,7,5,61.8,59,1321,5.25,5.2,3.23
"3866",3866,0.41,1,6,4,61.4,57,1323,4.77,4.81,2.94
"3867",3867,0.4,1,6,3,61.3,55,1323,4.78,4.75,2.92
"3868",3868,0.4,1,5,4,62.2,55,1323,4.74,4.72,2.94
"3869",3869,0.59,2,1,1,60.5,58,1325,5.43,5.51,3.31
"3870",3870,0.42,1,5,4,62.5,57,1326,4.77,4.8,2.99
"3871",3871,0.38,1,1,3,62.6,56,1327,4.64,4.6,2.89
"3872",3872,0.59,1,2,2,58.7,56,1330,5.52,5.48,3.23
"3873",3873,0.5,2,1,5,60.9,58,1331,5.1,5.14,3.12
"3874",3874,0.36,1,4,6,61.8,55,505,4.58,4.61,2.84
"3875",3875,0.32,3,3,6,63.1,55,505,4.33,4.36,2.74
"3876",3876,0.36,1,3,5,62.3,57,505,4.54,4.58,2.84
"3877",3877,0.58,1,6,1,62,57,1332,5.35,5.32,3.31
"3878",3878,0.4,2,1,3,61.2,61,1333,4.7,4.74,2.89
"3879",3879,0.5,3,5,5,63.8,60,1333,5,5.03,3.2
"3880",3880,0.44,1,1,4,60.9,57,1334,4.95,4.9,3
"3881",3881,0.58,2,7,6,63.2,58,1336,5.36,5.28,3.36
"3882",3882,0.5,1,1,5,61.9,60,1337,5.06,5.09,3.14
"3883",3883,0.52,4,7,5,62.8,61,1338,5.14,5.11,3.22
"3884",3884,0.56,3,6,5,63.2,56,1340,5.24,5.29,3.33
"3885",3885,0.6,4,3,5,58.9,61,1341,5.54,5.5,3.25
"3886",3886,0.51,1,1,5,62.4,55,1343,5.09,5.14,3.19
"3887",3887,0.51,3,1,5,63.2,61,1343,5.05,5.08,3.2
"3888",3888,0.46,2,1,6,58.9,59.4,1345,5.05,5.1,2.99
"3889",3889,0.51,1,6,5,61.9,56,1346,5.11,5.16,3.18
"3890",3890,0.41,2,5,3,62.7,56,1349,4.74,4.77,2.98
"3891",3891,0.52,3,6,1,58.7,64,1350,5.24,5.26,3.08
"3892",3892,0.4,1,6,4,61.8,55,1351,4.71,4.74,2.92
"3893",3893,0.47,3,6,2,64,60,1353,4.96,4.87,3.15
"3894",3894,0.5,3,6,6,59.7,63,1354,5.08,5.1,3.04
"3895",3895,0.51,1,1,5,61.5,54,1356,5.15,5.19,3.18
"3896",3896,0.41,1,6,3,62.3,57,1356,4.77,4.73,2.96
"3897",3897,0.41,4,5,4,62.5,58,1356,4.75,4.72,2.96
"3898",3898,0.43,1,6,3,62.3,55,1358,4.85,4.88,3.03
"3899",3899,0.53,2,6,5,61.6,57,1359,5.16,5.23,3.2
"3900",3900,0.51,1,5,1,61.1,56,1359,5.18,5.16,3.16
"3901",3901,0.54,3,3,2,63.2,60,1361,5.13,5.16,3.25
"3902",3902,0.52,2,2,3,61.7,55.5,1363,5.17,5.19,3.19
"3903",3903,0.53,4,7,5,61.3,58,1363,5.21,5.16,3.18
"3904",3904,0.32,2,3,6,62.4,58,505,4.33,4.36,2.71
"3905",3905,0.3,4,6,1,62.6,61,506,4.24,4.2,2.64
"3906",3906,0.3,4,2,2,62.7,59,506,4.28,4.24,2.67
"3907",3907,0.5,3,1,6,57.8,60,1365,5.2,5.29,3.03
"3908",3908,0.41,1,1,3,61.9,55,1367,4.78,4.79,2.96
"3909",3909,0.6,3,6,5,63.7,61,1367,5.24,5.21,3.33
"3910",3910,0.55,1,5,1,61.3,57,1368,5.28,5.23,3.22
"3911",3911,0.54,1,6,5,59.8,57,1369,5.31,5.29,3.17
"3912",3912,0.59,1,4,6,61.8,56,1371,5.39,5.42,3.34
"3913",3913,0.51,2,6,5,61.8,57,1374,5.1,5.13,3.16
"3914",3914,0.51,1,3,6,61.5,55,1375,5.16,5.18,3.18
"3915",3915,0.57,1,6,1,61.9,58,1376,5.34,5.32,3.3
"3916",3916,0.39,1,6,8,61,56,1377,4.72,4.75,2.89
"3917",3917,0.44,1,7,8,61.3,55,1378,4.91,4.95,3.02
"3918",3918,0.51,4,1,5,62.4,59,1381,5.07,5.12,3.18
"3919",3919,0.57,5,1,5,64.6,59,1383,5.22,5.18,3.36
"3920",3920,0.6,1,1,1,62.5,57,1385,5.37,5.39,3.36
"3921",3921,0.52,1,5,1,62.9,56,1385,5.17,5.14,3.24
"3922",3922,0.55,4,3,6,60.2,59,1387,5.36,5.24,3.19
"3923",3923,0.46,4,5,6,60.9,58,1388,4.97,4.94,3.02
"3924",3924,0.52,1,1,5,62.1,57,1389,5.1,5.14,3.18
"3925",3925,0.42,1,5,4,62.1,55,1389,4.81,4.79,2.98
"3926",3926,0.64,2,4,5,63,57,1390,5.47,5.52,3.46
"3927",3927,0.58,1,1,1,61.4,57.1,1392,5.36,5.38,3.3
"3928",3928,0.5,4,6,6,61.4,60,1395,5.13,5.17,3.16
"3929",3929,0.5,3,1,6,59.8,57,1395,5.12,5.18,3.08
"3930",3930,0.4,1,1,3,62.6,56,1397,4.73,4.7,2.95
"3931",3931,0.4,1,1,3,62.4,57,1397,4.72,4.67,2.93
"3932",3932,0.49,2,1,5,63.6,57.9,1400,4.96,4.99,3.16
"3933",3933,0.38,4,5,3,61.4,59,1400,4.63,4.66,2.85
"3934",3934,0.3,2,2,2,63.3,60,506,4.25,4.22,2.68
"3935",3935,0.3,2,4,5,63.5,57,506,4.26,4.24,2.7
"3936",3936,0.3,1,4,4,62.8,57,507,4.26,4.28,2.68
"3937",3937,0.54,1,7,6,61.7,55,1401,5.22,5.26,3.23
"3938",3938,0.6,2,3,5,63.1,60,1402,5.3,5.35,3.36
"3939",3939,0.51,4,1,5,61.2,61,1402,5.16,5.13,3.15
"3940",3940,0.4,3,6,8,63.5,58,1404,4.69,4.7,2.98
"3941",3941,0.51,4,6,5,59.7,59,1406,5.2,5.15,3.09
"3942",3942,0.5,3,1,6,63.3,56,1407,5.11,5.03,3.21
"3943",3943,0.58,2,4,6,61.7,54.1,1408,5.37,5.4,3.32
"3944",3944,0.71,5,2,1,65.5,61,1409,5.54,5.49,3.61
"3945",3945,0.5,1,1,5,60.1,57,1410,5.14,5.27,3.13
"3946",3946,0.5,1,1,5,61.6,55,1410,5.09,5.13,3.15
"3947",3947,0.53,1,3,6,62.4,56,1412,5.18,5.17,3.23
"3948",3948,0.52,1,7,5,61.2,55,1413,5.17,5.22,3.18
"3949",3949,0.53,2,5,5,60.9,59,1415,5.18,5.2,3.16
"3950",3950,0.55,4,6,5,60.7,57,1415,5.3,5.27,3.21
"3951",3951,0.5,2,1,5,63.3,58,1415,5.03,4.99,3.17
"3952",3952,0.51,2,6,6,63.2,58,1417,5.07,5.05,3.2
"3953",3953,0.59,1,5,1,61.1,56,1419,5.4,5.44,3.31
"3954",3954,0.47,1,7,3,61.6,56,1421,4.99,5.05,3.09
"3955",3955,0.54,1,1,5,61.3,56,1422,5.22,5.25,3.21
"3956",3956,0.43,1,6,3,61,56,1422,4.9,4.87,2.98
"3957",3957,0.58,2,1,5,61.5,58,1424,5.31,5.36,3.28
"3958",3958,0.62,2,1,1,63.4,56,1426,5.4,5.45,3.44
"3959",3959,0.41,1,5,2,61.9,56,1427,4.76,4.8,2.96
"3960",3960,0.52,2,5,5,61.6,58,1429,5.14,5.22,3.19
"3961",3961,0.51,3,5,6,64.2,58,1430,5.01,5.06,3.23
"3962",3962,0.41,1,7,8,62.4,54,1431,4.78,4.74,2.97
"3963",3963,0.5,4,5,6,62.2,60,1431,5.15,5.05,3.17
"3964",3964,0.31,1,3,6,61.2,56,507,4.35,4.37,2.67
"3965",3965,0.31,3,7,6,57.6,62,507,4.46,4.5,2.58
"3966",3966,0.34,3,7,5,63.9,58,507,4.4,4.43,2.82
"3967",3967,0.38,1,1,8,61.9,56,1433,4.65,4.66,2.88
"3968",3968,0.38,1,1,8,61.1,56,1433,4.67,4.72,2.87
"3969",3969,0.51,3,1,5,63.6,58,1434,5,4.97,3.17
"3970",3970,0.57,1,1,5,61.5,56,1436,5.32,5.35,3.28
"3971",3971,0.5,2,6,6,62.9,57,1436,5.06,5.11,3.2
"3972",3972,0.5,1,6,6,61.2,57,1436,5.1,5.13,3.13
"3973",3973,0.5,2,5,5,60.8,58,1436,5.07,5.13,3.1
"3974",3974,0.51,3,1,6,63.1,59,1436,5.04,5.07,3.19
"3975",3975,0.45,3,7,8,59.6,61,1437,5,5.04,2.99
"3976",3976,0.51,2,7,6,62.2,57,1438,5.1,5.15,3.19
"3977",3977,0.51,2,7,6,62.7,58,1438,5.09,5.12,3.2
"3978",3978,0.51,2,1,5,62.8,56,1438,5.07,5.15,3.21
"3979",3979,0.41,1,6,8,61.6,56,1439,4.79,4.82,2.96
"3980",3980,0.54,2,3,6,63.2,55,1439,5.24,5.2,3.3
"3981",3981,0.47,1,7,3,61.3,56,1441,5.03,5.05,3.09
"3982",3982,0.54,1,7,6,62.8,55,1441,5.23,5.17,3.27
"3983",3983,0.58,1,5,1,61.2,57,1442,5.4,5.36,3.29
"3984",3984,0.51,1,1,5,61.1,56,1443,5.2,5.17,3.17
"3985",3985,0.51,2,1,5,63.2,61,1443,5.08,5.05,3.2
"3986",3986,0.52,2,7,6,63.7,56,1446,5.08,5.13,3.25
"3987",3987,0.5,5,6,2,56.4,62,1446,5.31,5.22,2.97
"3988",3988,0.55,1,6,5,60.2,56,1448,5.32,5.37,3.22
"3989",3989,0.53,1,3,2,62.3,54,1449,5.18,5.22,3.24
"3990",3990,0.52,2,5,5,63.8,56,1452,5.06,5.1,3.24
"3991",3991,0.34,1,3,5,61.1,56,508,4.52,4.55,2.77
"3992",3992,0.23,1,6,4,62.5,55,511,3.94,3.96,2.47
"3993",3993,0.3,3,3,2,63.2,59,512,4.31,4.27,2.71
"3994",3994,0.28,1,3,4,61.6,56,514,4.22,4.26,2.61
"3995",3995,0.31,1,6,5,62,55.2,515,4.32,4.35,2.69
"3996",3996,0.32,1,1,5,61.6,54,516,4.42,4.45,2.73
"3997",3997,0.31,1,6,5,60.5,57,516,4.4,4.43,2.67
"3998",3998,0.34,1,7,6,62.4,57,517,4.46,4.48,2.79
"3999",3999,0.36,4,1,1,61.5,61,518,4.63,4.57,2.83
"4000",4000,0.21,4,1,1,61.9,56,394,3.84,3.82,2.37
"4001",4001,0.3,3,7,1,63.7,54,394,4.23,4.25,2.7
"4002",4002,0.51,1,7,6,62.9,54,1546,5.12,5.08,3.21
"4003",4003,0.51,1,1,5,62.8,56,1546,5.15,5.07,3.21
"4004",4004,0.42,1,5,3,61.8,55,1547,4.83,4.85,2.99
"4005",4005,0.45,1,7,8,61.7,55,1548,4.93,4.96,3.05
"4006",4006,0.52,2,6,6,63.9,57,1550,5.08,5.12,3.26
"4007",4007,0.54,2,6,6,58.2,60,1551,5.34,5.39,3.12
"4008",4008,0.51,2,6,6,63.1,59,1552,5.1,5.04,3.2
"4009",4009,0.5,1,1,6,61.5,55,1554,5.11,5.16,3.16
"4010",4010,0.59,2,7,6,62.8,56,1556,5.3,5.34,3.34
"4011",4011,0.5,2,6,2,61.9,62,1558,5.02,5.06,3.12
"4012",4012,0.5,1,1,6,62.3,57,1559,5.04,5.08,3.15
"4013",4013,0.53,2,3,2,63.3,56,1561,5.13,5.17,3.26
"4014",4014,0.51,1,6,6,61.3,56,1562,5.17,5.14,3.16
"4015",4015,0.58,3,5,1,56.7,60,1563,5.59,5.53,3.15
"4016",4016,0.5,3,6,6,60.9,60.4,1565,5.13,5.2,3.14
"4017",4017,0.57,1,6,6,61.6,56,1567,5.34,5.37,3.3
"4018",4018,0.51,1,6,6,60.6,56,1569,5.17,5.19,3.14
"4019",4019,0.51,1,5,5,62.4,57,1569,5.09,5.13,3.19
"4020",4020,0.51,1,5,5,61.9,54,1569,5.14,5.2,3.19
"4021",4021,0.57,4,6,5,59.5,58,1571,5.43,5.36,3.21
"4022",4022,0.59,4,5,1,61.2,60,1572,5.42,5.37,3.3
"4023",4023,0.51,2,6,6,63.1,57,1574,5.1,5.08,3.21
"4024",4024,0.51,3,5,5,63.6,57,1574,5.08,5.05,3.22
"4025",4025,0.52,1,1,6,61.4,54,1576,5.2,5.23,3.2
"4026",4026,0.52,3,1,6,63.4,57,1576,5.12,5.16,3.26
"4027",4027,0.52,2,7,6,63.2,58,1577,5.12,5.1,3.23
"4028",4028,0.52,4,1,5,59.8,61,1577,5.2,5.17,3.1
"4029",4029,0.62,4,1,1,61.1,59,1579,5.51,5.46,3.35
"4030",4030,0.33,2,3,6,62,59,521,4.4,4.44,2.74
"4031",4031,0.33,1,3,6,61.2,55,521,4.45,4.47,2.73
"4032",4032,0.5,2,5,6,63.8,56,1580,5.05,5.08,3.23
"4033",4033,0.56,1,4,3,62,57,1580,5.29,5.33,3.29
"4034",4034,0.55,4,5,5,62.7,59,1580,5.22,5.25,3.28
"4035",4035,0.4,4,1,8,61.3,58,1580,4.77,4.73,2.91
"4036",4036,0.41,1,5,3,62.3,55,1582,4.78,4.75,2.97
"4037",4037,0.5,2,1,6,63.4,58,1583,5.08,5.05,3.21
"4038",4038,0.51,1,7,6,61,56,1585,5.17,5.2,3.16
"4039",4039,0.53,1,5,5,61.2,57,1587,5.19,5.24,3.19
"4040",4040,0.55,2,1,6,58.1,62,1589,5.38,5.46,3.15
"4041",4041,0.59,4,5,1,62.6,61,1590,5.33,5.27,3.32
"4042",4042,0.56,1,7,5,62.3,53,1591,5.31,5.28,3.3
"4043",4043,0.55,1,4,3,62.7,57,1593,5.17,5.23,3.26
"4044",4044,0.54,4,5,5,62.3,60,1595,5.18,5.22,3.24
"4045",4045,0.51,4,5,6,60.9,58,1597,5.14,5.18,3.14
"4046",4046,0.51,2,5,6,63.7,55,1599,5.05,5.09,3.23
"4047",4047,0.52,1,6,6,62.5,54,1600,5.14,5.17,3.22
"4048",4048,0.54,4,3,2,62.6,59,1600,5.19,5.22,3.26
"4049",4049,0.53,1,3,2,61.2,56,1601,5.23,5.26,3.21
"4050",4050,0.51,2,6,2,61.4,60,1604,5.07,5.13,3.13
"4051",4051,0.55,1,7,5,61.9,57,1605,5.23,5.27,3.25
"4052",4052,0.52,4,5,5,60.9,61,1605,5.15,5.13,3.13
"4053",4053,0.52,2,6,6,62.4,57,1607,5.12,5.13,3.2
"4054",4054,0.53,3,7,2,63.4,56,1607,5.1,5.15,3.25
"4055",4055,0.53,1,3,2,61.2,56,1607,5.26,5.21,3.2
"4056",4056,0.53,4,7,6,62,58,1607,5.21,5.18,3.22
"4057",4057,0.53,1,7,6,60.1,54,1607,5.31,5.3,3.19
"4058",4058,0.56,1,1,2,62.7,56,1608,5.26,5.3,3.31
"4059",4059,0.51,1,1,6,62.1,54,1608,5.13,5.15,3.19
"4060",4060,0.28,2,7,4,62.5,53,522,4.18,4.21,2.62
"4061",4061,0.35,4,5,1,62.3,58,522,4.48,4.54,2.81
"4062",4062,0.7,2,2,1,63.6,56,1609,5.57,5.63,3.56
"4063",4063,0.5,4,5,5,61.1,59,1610,5.08,5.04,3.09
"4064",4064,0.57,1,6,6,61.3,57,1612,5.35,5.39,3.29
"4065",4065,0.57,4,1,5,59.4,58,1613,5.42,5.38,3.21
"4066",4066,0.5,4,5,6,61.3,59,1614,5.09,5.04,3.11
"4067",4067,0.48,2,1,2,59.1,62,1616,5.14,5.18,3.05
"4068",4068,0.5,1,1,5,61.8,56,1617,5.11,5.07,3.14
"4069",4069,0.52,1,4,3,62,55,1619,5.19,5.17,3.21
"4070",4070,0.52,1,7,2,62.1,54,1621,5.14,5.17,3.2
"4071",4071,0.42,1,5,3,62.8,56,1621,4.8,4.76,3
"4072",4072,0.52,4,7,2,59.1,60,1622,5.24,5.19,3.08
"4073",4073,0.5,2,1,6,61.1,61,1624,5.11,5.13,3.13
"4074",4074,0.5,2,1,6,61.8,58,1624,5.05,5.11,3.14
"4075",4075,0.5,1,7,2,62,55,1624,5.05,5.11,3.15
"4076",4076,0.55,3,6,6,58.2,58,1624,5.42,5.46,3.16
"4077",4077,0.6,1,7,6,62.1,57,1625,5.36,5.43,3.35
"4078",4078,0.53,3,5,6,58.4,58,1625,5.31,5.38,3.12
"4079",4079,0.51,4,6,2,60.7,59,1627,5.11,5.13,3.11
"4080",4080,0.63,1,7,5,61.7,54,1628,5.52,5.56,3.42
"4081",4081,0.5,4,7,2,60.7,62,1629,5.1,5.08,3.09
"4082",4082,0.5,1,1,6,63,54,1629,5.09,5.04,3.19
"4083",4083,0.5,4,7,2,60.8,60,1629,5.16,5.14,3.13
"4084",4084,0.53,1,6,6,61.5,55,1631,5.2,5.27,3.22
"4085",4085,0.58,1,7,6,62.3,53.7,1632,5.35,5.38,3.34
"4086",4086,0.56,1,7,5,61.5,56,1633,5.31,5.32,3.27
"4087",4087,0.58,4,6,5,62.2,61,1634,5.33,5.25,3.29
"4088",4088,0.58,1,1,5,61.5,55,1636,5.34,5.39,3.3
"4089",4089,0.5,2,7,2,62.7,59,1637,5.04,5.07,3.17
"4090",4090,0.35,1,3,5,60.8,56,523,4.58,4.6,2.79
"4091",4091,0.31,1,4,5,62.7,56,523,4.34,4.3,2.71
"4092",4092,0.57,1,6,6,62.1,55,1637,5.31,5.35,3.31
"4093",4093,0.54,4,3,2,61.3,58,1637,5.25,5.22,3.21
"4094",4094,0.54,1,3,2,61.5,56,1637,5.24,5.23,3.22
"4095",4095,0.54,3,7,6,56.9,62,1637,5.42,5.4,3.08
"4096",4096,0.63,2,3,6,61.2,59.2,1640,5.48,5.51,3.36
"4097",4097,0.58,4,1,5,62.7,58,1641,5.33,5.32,3.34
"4098",4098,0.55,2,3,2,61,56,1643,5.26,5.3,3.22
"4099",4099,0.54,1,7,6,61,57,1644,5.24,5.28,3.21
"4100",4100,0.6,1,6,5,61.5,58,1646,5.38,5.41,3.32
"4101",4101,0.5,1,3,3,62.5,53,1648,5.09,5.12,3.19
"4102",4102,0.53,1,6,6,62.2,55,1650,5.16,5.19,3.22
"4103",4103,0.52,4,5,5,61.5,55,1651,5.21,5.19,3.2
"4104",4104,0.53,2,1,6,62.8,57,1653,5.16,5.19,3.25
"4105",4105,0.5,4,6,6,61.1,60,1654,5.12,5.1,3.12
"4106",4106,0.5,1,5,5,60.8,56,1654,5.14,5.12,3.12
"4107",4107,0.5,4,5,5,62.6,56,1654,5.05,5.04,3.16
"4108",4108,0.58,2,1,6,61.9,58,1656,5.31,5.36,3.3
"4109",4109,0.51,2,1,6,61.3,60,1656,5.11,5.16,3.15
"4110",4110,0.51,1,1,6,62.6,55,1656,5.08,5.11,3.19
"4111",4111,0.51,1,7,2,62,56,1656,5.06,5.16,3.17
"4112",4112,0.52,1,1,5,61.1,57,1656,5.2,5.17,3.16
"4113",4113,0.5,3,5,2,60.9,62,1657,5.05,5.06,3.08
"4114",4114,0.53,1,1,6,61.7,58,1659,5.16,5.27,3.22
"4115",4115,0.51,1,5,6,61.9,54,1660,5.14,5.17,3.19
"4116",4116,0.54,1,6,6,60.1,56,1662,5.28,5.31,3.18
"4117",4117,0.54,1,6,6,60.3,55,1662,5.26,5.32,3.19
"4118",4118,0.51,1,7,2,61.6,56,1662,5.18,5.15,3.18
"4119",4119,0.51,2,1,6,63.1,57,1662,5.12,5.08,3.22
"4120",4120,0.26,3,6,3,64,57,524,4.03,4.06,2.59
"4121",4121,0.32,1,7,6,62,57,524,4.37,4.41,2.72
"4122",4122,0.51,3,1,6,63.6,54,1662,5.09,5.06,3.23
"4123",4123,0.52,2,3,3,63.9,59,1664,5.08,5.1,3.25
"4124",4124,0.55,4,1,6,59.1,62,1664,5.37,5.32,3.16
"4125",4125,0.52,1,3,2,61.7,55,1665,5.17,5.21,3.2
"4126",4126,0.7,2,4,6,62.2,59,1666,5.64,5.71,3.53
"4127",4127,0.55,1,1,6,61.4,56,1667,5.26,5.32,3.25
"4128",4128,0.51,2,7,2,61.1,56,1668,5.17,5.2,3.17
"4129",4129,0.52,1,1,2,62.6,57,1668,5.11,5.15,3.21
"4130",4130,0.55,1,1,5,61.7,56,1668,5.29,5.24,3.25
"4131",4131,0.6,2,6,5,60.3,59,1670,5.42,5.5,3.29
"4132",4132,0.54,1,5,6,61.1,56,1672,5.23,5.27,3.21
"4133",4133,0.71,2,2,6,62.1,58,1675,5.71,5.73,3.55
"4134",4134,0.55,2,6,6,61.8,57,1676,5.23,5.28,3.25
"4135",4135,0.5,4,1,6,62.7,59,1676,5.06,5.02,3.16
"4136",4136,0.53,1,3,2,61.6,55,1678,5.2,5.22,3.21
"4137",4137,0.51,2,6,2,60,59,1680,5.18,5.22,3.12
"4138",4138,0.52,2,1,2,60.7,54,1682,5.22,5.29,3.19
"4139",4139,0.53,1,6,6,62.3,55,1683,5.2,5.17,3.23
"4140",4140,0.5,4,1,6,59.3,62,1684,5.25,5.18,3.09
"4141",4141,0.51,4,6,6,62.1,58,1687,5.12,5.09,3.17
"4142",4142,0.51,4,5,5,61.6,58,1687,5.14,5.12,3.16
"4143",4143,0.52,3,7,2,63.3,55,1689,5.09,5.12,3.23
"4144",4144,0.52,1,7,2,62.7,56,1689,5.14,5.16,3.23
"4145",4145,0.52,1,7,2,62.7,57,1689,5.12,5.15,3.22
"4146",4146,0.56,1,4,8,61.9,54,1689,5.29,5.34,3.29
"4147",4147,0.54,4,6,6,62.4,58,1691,5.25,5.2,3.26
"4148",4148,0.55,2,5,5,61.2,58,1692,5.24,5.29,3.22
"4149",4149,0.53,2,6,6,59.2,58,1693,5.29,5.31,3.14
"4150",4150,0.23,2,6,3,60.7,55,525,3.98,4,2.42
"4151",4151,0.38,1,2,5,62,54,525,4.66,4.7,2.9
"4152",4152,0.5,2,7,2,61,58,1694,5.08,5.15,3.12
"4153",4153,0.52,1,1,6,60.4,57,1694,5.22,5.17,3.14
"4154",4154,0.5,1,6,2,61.2,56,1695,5.13,5.17,3.15
"4155",4155,0.7,5,4,5,65.8,57,1697,5.46,5.55,3.62
"4156",4156,0.56,1,7,6,62.1,56,1698,5.31,5.29,3.29
"4157",4157,0.56,1,1,5,61.7,56,1698,5.33,5.3,3.28
"4158",4158,0.55,4,5,5,60.5,60,1698,5.3,5.27,3.2
"4159",4159,0.62,2,5,5,62.4,58,1700,5.42,5.47,3.4
"4160",4160,0.55,1,6,6,60.9,57,1702,5.3,5.34,3.24
"4161",4161,0.61,2,4,6,62.7,57,1706,5.39,5.42,3.39
"4162",4162,0.52,4,7,4,61,58,1707,5.15,5.21,3.16
"4163",4163,0.67,3,4,6,60.7,61.4,1708,5.6,5.64,3.41
"4164",4164,0.51,2,7,2,63.4,57,1709,5.08,5.04,3.21
"4165",4165,0.5,4,6,2,62,58,1710,5.03,5.1,3.14
"4166",4166,0.52,1,1,6,61.3,55,1712,5.18,5.2,3.18
"4167",4167,0.65,4,7,5,59.9,59,1712,5.69,5.62,3.39
"4168",4168,0.55,1,1,6,62,55,1715,5.28,5.24,3.26
"4169",4169,0.71,3,4,5,64.2,57,1715,5.59,5.57,3.58
"4170",4170,0.7,2,7,1,63.4,57,1715,5.62,5.58,3.55
"4171",4171,0.51,4,5,6,62.7,59,1716,5.05,5.09,3.18
"4172",4172,0.59,1,7,5,61.8,56,1718,5.37,5.39,3.32
"4173",4173,0.52,1,6,6,62.5,54,1720,5.17,5.14,3.22
"4174",4174,0.52,1,5,5,62.4,57,1720,5.18,5.14,3.22
"4175",4175,0.53,1,1,6,60,57,1721,5.24,5.3,3.16
"4176",4176,0.53,1,7,2,61.8,55,1721,5.17,5.22,3.21
"4177",4177,0.51,2,6,2,63.3,59,1722,5.09,5.12,3.23
"4178",4178,0.56,1,5,5,62.5,56,1723,5.24,5.26,3.28
"4179",4179,0.56,1,5,5,61.4,57,1723,5.31,5.34,3.27
"4180",4180,0.3,2,1,5,62.4,58,526,4.24,4.28,2.66
"4181",4181,0.3,3,1,5,63.8,55,526,4.25,4.28,2.72
"4182",4182,0.7,5,2,5,63,57,1723,5.55,5.6,3.51
"4183",4183,0.57,1,7,6,61,55,1725,5.38,5.4,3.29
